statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Barack Obama,"November 1, 2017","""Eight in 10 people this year can find plans for $75 a month or less.""",half-true,video,National; Health Care,Manuela Tobias,"November 6, 2017",https://www.politifact.com/factchecks/2017/nov/06/barack-obama/can-eight-10-people-get-health-coverage-under-75-n/
Florida Agency for Health Care Administration,"October 25, 2017","""Under Gov. (Rick) Scott’s leadership, Florida has had much success in lowering the rate of uninsured children.""",half-true,news release,Health Care; Florida,Allison Graves,"November 2, 2017",https://www.politifact.com/factchecks/2017/nov/02/florida-agency-health-care-administration/ahca-oversells-gov-scotts-role-reducing-number-uni/
Doug Jones,"September 27, 2017","Says Roy Moore ""has advocated getting the federal government out of health care altogether, which means doing away with Medicaid, which means doing away with Medicare.""",false,interview,National; Health Care; Medicaid; Medicare,John Kruzel,"October 26, 2017",https://www.politifact.com/factchecks/2017/oct/26/doug-jones/does-roy-moore-want-end-medicaid-and-medicare-his-/
Donald Trump,"October 18, 2017","Insurance companies ""have made a fortune with Obamacare.""",false,tweet,National; Health Care,Jon Greenberg,"October 23, 2017",https://www.politifact.com/factchecks/2017/oct/23/donald-trump/trump-says-insurers-made-fortune-obamacare-they-di/
Eric  Greitens,"August 13, 2017","""Seventy-three percent of our veterans are graduating from drug courts. By contrast, I think most of the people in the very good drug court program — the graduation rate’s like 53, 55 percent. The point of that is that drug courts are working for veterans.""",mostly-true,Facebook live video,Health Care; Legal Issues; Public Health; Veterans; Missouri,Emily  Sanderson,"October 21, 2017",https://www.politifact.com/factchecks/2017/oct/21/eric-greitens/greitens-mostly-right-veterans-treatment-court-gra/
Donald Trump,"October 16, 2017","""The cost-sharing reductions (were) a gift (that) they gave the insurance companies.""",mostly-false,White House cabinet meeting,National; Health Care,Jon Greenberg,"October 18, 2017",https://www.politifact.com/factchecks/2017/oct/18/donald-trump/trump-mislabels-obamacare-subsidy-gift-insurers/
Ohioans Against Deceptive Rx Ballot Issue,"May 23, 2017","""A California health care CEO is promising to reduce our prescription drug costs.""",mostly-false,campaign ad,Ohio; Drugs; Health Care,Manuela Tobias,"October 13, 2017",https://www.politifact.com/factchecks/2017/oct/13/ohioans-against-deceptive-rx-ballot-issue/ad-opposing-ohio-issue-2-wrongly-portrays-proponen/
Ohio Taxpayers for Lower Drug Prices,"August 29, 2017","An Ohio ballot issue would address the fact that ""we’ve gone from paying about $100 for Epipens to over $600 ... We don’t have a choice but to pay it and the drug companies know it.""",mostly-false,campaign video,Ohio; Health Care,Manuela Tobias,"October 13, 2017",https://www.politifact.com/factchecks/2017/oct/13/ohio-taxpayers-lower-drug-prices/ohio-issue-2-ballot-initiative-proponents-overstat/
Bruce Rauner,"September 28, 2017","""I personally am pro-choice. I always have been. And I made no qualms about that when I was elected governor.""",true,press conference,Abortion; Health Care; Medicaid; Illinois,Matt Dietrich,"October 10, 2017",https://www.politifact.com/factchecks/2017/oct/10/bruce-rauner/rauner-consistent-start-his-pro-choice-views/
Charles Schumer,"October 4, 2017","""The Republicans are proposing to pay for their giant tax cut to the rich by gutting Medicare and Medicaid.""",half-true,Senate floor speech,National; Health Care; Medicaid; Medicare; Taxes,Louis Jacobson,"October 6, 2017",https://www.politifact.com/factchecks/2017/oct/06/charles-schumer/are-republicans-paying-tax-cuts-reductions-medicar/
John Cornyn,"September 22, 2017","Says that under the Obamacare law, health insurance ""premiums have increased by more than 105 percent since"" 2013.",mostly-true,letter to a constituent,Health Care; Texas,W. Gardner Selby,"October 4, 2017",https://www.politifact.com/factchecks/2017/oct/04/john-cornyn/john-cornyn-says-obamacare-premiums-more-doubled-f/
Michael Bloomberg,"September 18, 2017","""The soda tax can make a difference by reducing consumption of unhealthy soda pop and sugary beverages.""",mostly-true,website,Health Care; Medicaid; Public Health; Taxes; Illinois,Matt Dietrich,"October 2, 2017",https://www.politifact.com/factchecks/2017/oct/02/michael-bloomberg/cook-county-soda-tax-should-make-dent-consumption/
Ron Johnson,"September 25, 2017","""California, New York and Massachusetts, they represent about 20 percent of the population, they get close to 36 percent of Obamacare funding. It's just simply inequitable.""",mostly-false,interview,Federal Budget; Health Care; Medicaid; Public Health; Wisconsin,Tom Kertscher,"September 29, 2017",https://www.politifact.com/factchecks/2017/sep/29/ron-johnson/obamacare-funding-given-states-unfairly-says-repea/
Donald Trump,"September 27, 2017","""We have one senator who’s a ‘yes’ vote ... but he’s in the hospital. And he’s a ‘yes’ vote. So we can’t do it by Friday. So we have the votes"" to pass a health care bill.",false,interview,National; Congress; Health Care,John Kruzel,"September 28, 2017",https://www.politifact.com/factchecks/2017/sep/28/donald-trump/donald-trump-wrongly-blames-hospitalized-senator-g/
Feministing,"June 21, 2017","""Missouri Votes to Let Employers Fire People Who Use Birth Control.""",pants-fire,web post,Health Care; Legal Issues; Women; Workers; Missouri,Emma Diltz,"September 27, 2017",https://www.politifact.com/factchecks/2017/sep/27/feministing/column-feministing-website-about-abortion-law-pant/
Ron Johnson,"September 20, 2017","The GOP’s health bill will protect people with pre-existing conditions ""every bit as well as Obamacare did.""",false,interview,Health Care; Government Regulation; Public Health; Wisconsin,Tom Kertscher,"September 22, 2017",https://www.politifact.com/factchecks/2017/sep/22/ron-johnson/graham-cassidy-gop-alternative-obamacare-weakens-p/
Donald Trump,"September 21, 2017","The Graham-Cassidy health care bill does ""include coverage of pre-existing conditions.""",mostly-false,tweet,National; Health Care,Jon Greenberg,"September 21, 2017",https://www.politifact.com/factchecks/2017/sep/21/donald-trump/trumps-misleading-claim-pre-existing-protections/
Bill Cassidy,"September 20, 2017","Under the Graham-Cassidy health insurance bill, in ""states like Maine, Virginia, Florida, Missouri, there will be billions more dollars to provide health insurance coverage for those in those states who have been passed by by Obamacare.""",mostly-false,interview on CNN,National; Health Care,Louis Jacobson,"September 20, 2017",https://www.politifact.com/factchecks/2017/sep/20/bill-cassidy/bill-cassidy-offers-misleading-defense-face-jimmy-/
Bernie Sanders,"September 17, 2017","""Private insurance companies in this country spend between 12 and 18 percent on administration costs. The cost of administering the Medicare program, a very popular program that works well for our seniors, is 2 percent. We can save approximately $500 billion a year just in administration costs.""",half-true,interview,National; Health Care; Medicare,Manuela Tobias,"September 20, 2017",https://www.politifact.com/factchecks/2017/sep/20/bernie-sanders/comparing-administrative-costs-private-insurance-a/
Sean Duffy,"September 14, 2017","Vermont had to ""scrap"" its single-payer health insurance program because it was ""going bankrupt.""",false,Facebook Live town hall,Health Care; Government Regulation; Public Health; Wisconsin,Tom Kertscher,"September 20, 2017",https://www.politifact.com/factchecks/2017/sep/20/sean-duffy/vermont-single-payer-was-scrapped-because-it-was-g/
Karen Handel,"August 30, 2017","""The Affordable Care Act is the single largest tax increase in my lifetime.""",false,telephone town hall,Georgia; Corrections and Updates; Health Care; Taxes,Jon Greenberg,"September 11, 2017",https://www.politifact.com/factchecks/2017/sep/11/karen-handel/handel-wrong-size-obamacare-taxes/
Paul Ryan,"August 21, 2017","""We’ve got dozens of counties around America that have zero insurers left.""",pants-fire,CNN town hall broadcast,National; Health Care,Jon Greenberg,"August 24, 2017",https://www.politifact.com/factchecks/2017/aug/24/paul-ryan/ryan-way-obamacare-county-insurance-stat-cnn-town-/
Sean Patrick Maloney,"August 3, 2017","""Most people on Medicaid are kids, or seniors, or the disabled.""",mostly-true,radio interview,Health Care; Medicaid; New York,Dan Clark,"August 23, 2017",https://www.politifact.com/factchecks/2017/aug/23/sean-patrick-maloney/most-people-medicaid-are-children-seniors-or-have-/
Alex Castellanos,"August 20, 2017","""(For) white working-class America, death rates among white men are up 20 percent.""",mostly-false,comments on ABC's 'This Week',Health Care; Workers; PunditFact,Joshua Gillin,"August 20, 2017",https://www.politifact.com/factchecks/2017/aug/20/alex-castellanos/death-rates-white-men-20-percent-gop-strategist-sa/
Florida Democratic Legislative Campaign Committee,"August 10, 2017","Says Jose Felix Diaz supports President Donald Trump's ""plan to slash Medicare, charge older Americans an age tax and cut coverage for pre-existing conditions.""",mostly-false,TV ad,Health Care; Florida,Amy Sherman,"August 14, 2017",https://www.politifact.com/factchecks/2017/aug/14/florida-democratic-legislative-campaign-committee/democrats-mislead-attack-linking-florida-senate-ca/
Stacey Evans,"August 5, 2017","There are""thousands of Georgia workers that are misclassified as independent contractors,"" who lose benefits, including health care.",mostly-true,statement sent to the Atlanta Journal Constitution,Georgia; Health Care; Labor,Jon Greenberg,"August 10, 2017",https://www.politifact.com/factchecks/2017/aug/10/stacey-evans/are-georgia-firms-cheating-1000s-workers-out-healt/
Mike Gallagher,"July 9, 2017","""We’re spending 18 percent of our GDP on healthcare while the average among industrialized countries is closer to 8 percent.""",mostly-true,TV interview,Economy; Health Care; Public Health; Wisconsin,Devi Shastri,"August 9, 2017",https://www.politifact.com/factchecks/2017/aug/09/mike-gallagher/mike-gallagher-target-claim-health-care-costs-us-v/
Sean Duffy,"July 20, 2017","""You have almost half the counties in America that have one provider or no provider for insurance"" on the Obamacare exchanges.",mostly-false,interview,Health Care; Government Regulation; Public Health; Wisconsin,Tom Kertscher,"August 4, 2017",https://www.politifact.com/factchecks/2017/aug/04/sean-duffy/nearly-half-counties-have-no-providers-or-one-heal/
David Perdue,"July 28, 2017","Because of the failure to pass a repeal bill, ""Obamacare remains the law of the land ... This means more than 300,000 Georgians below the poverty line will still not have access to the insurance Obamacare promised.""",half-true,statement,Georgia; Health Care,Louis Jacobson,"August 3, 2017",https://www.politifact.com/factchecks/2017/aug/03/david-perdue/gop-senator-david-perdue-blames-obamacare-leaving-/
J.K. Rowling,"July 28, 2017","Says Donald Trump was seen ""looking deliberately over a disabled child's head, ignoring his outstretched hand.""",pants-fire,tweet,After the Fact; Health Care; PunditFact,Joshua Gillin,"July 31, 2017",https://www.politifact.com/factchecks/2017/jul/31/jk-rowling/jk-rowling-falsely-accuses-trump-not-shaking-disab/
Marco Rubio,"July 20, 2017","""In order to sell insurance in Florida there are over 40 separate individual conditions that must be covered. ... far beyond the essential health benefits included in Obamacare.""",mostly-false,Facebook live speech,Health Care; States; Florida; Ask PolitiFact,Amy Sherman,"July 27, 2017",https://www.politifact.com/factchecks/2017/jul/27/marco-rubio/marco-rubio-says-florida-mandates-coverage-more-co/
Eric Schneiderman,"July 17, 2017","""We have been able to cut New York’s uninsured rate in half since 2013 from 10 percent to 5 percent of our population.""",true,"speech at Mount Sinai, Icahn School of Medicine",Health Care; New York,Dan Clark,"July 24, 2017",https://www.politifact.com/factchecks/2017/jul/24/eric-schneiderman/how-has-obamacare-lowered-new-yorks-uninsured-rate/
Kellyanne Conway,"July 22, 2017","Just 6 percent of Americans say Russia is the country’s most important issue, yet the story receives ""75 percent of the coverage"" in the media.",mostly-false,Fox News interview,Immigration; National; Economy; Health Care; Jobs; Foreign Policy,Manuela Tobias,"July 23, 2017",https://www.politifact.com/factchecks/2017/jul/23/kellyanne-conway/does-russia-take-75-percent-media-coverage/
Kevin McCarthy,"July 11, 2017","""More people, almost twice as many, pay the penalty or take the waiver than signed up for (Obamacare).""",false,interview with Fox Business,Health Care; Public Health; Taxes; California,Chris Nichols,"July 21, 2017",https://www.politifact.com/factchecks/2017/jul/21/kevin-mccarthy/kevin-mccarthys-false-claim-obamacare-sign-ups/
John Faso,"July 15, 2017","""We now have about one-third of New York’s population on Medicaid.""",true,article,Health Care; Medicaid; Taxes; New York,Dan Clark,"July 21, 2017",https://www.politifact.com/factchecks/2017/jul/21/john-faso/one-three-people-new-york-are-medicaid/
National Republican Senatorial Committee,"July 5, 2017","""Elizabeth Warren doesn't think Obamacare goes far enough: ‘The next step is single payer.' Does Sen. Nelson agree? He has in the past ... Sen. Nelson votes with Warren 90 percent of the time.""",mostly-false,Facebook ad,Health Care; Florida,Amy Sherman,"July 19, 2017",https://www.politifact.com/factchecks/2017/jul/19/national-republican-senatorial-committee/republicans-mislead-ad-linking-bill-nelson-elizabe/
Ron Johnson,"June 4, 2017","""In the ‘40s, 68 cents of every health care dollar was actually paid for by the patient, today it’s only 11 cents.""",mostly-true,television interview,Health Care; Wisconsin,D.L. Davis,"July 19, 2017",https://www.politifact.com/factchecks/2017/jul/19/ron-johnson/johnson-mostly-target-claim-out-pocket-health-cost/
Elizabeth Warren,"July 13, 2017","""One in three people who’s receiving treatment for (opioid) drug problems gets some help from Medicaid to pay for that.""",mostly-true,video,National; Health Care; Medicaid,Manuela Tobias,"July 18, 2017",https://www.politifact.com/factchecks/2017/jul/18/elizabeth-warren/are-third-people-drug-problems-medicaid-elizabeth-/
Mike Pence,"July 14, 2017","In Ohio, due to Medicaid expansion, ""nearly 60,000 disabled citizens are stuck on waiting lists ... leaving them without the care they need for months or even years.""",false,speech to the National Governors Association,National; Health Care,Jon Greenberg,"July 17, 2017",https://www.politifact.com/factchecks/2017/jul/17/mike-pence/pence-falsely-ties-medicaid-expansion-disability-w/
Stacey Evans,"June 12, 2017","""I helped win one of the biggest private lawsuits against Medicare fraud in history. The government declined to pursue the case, so my firm did, and we recovered $324 million for taxpayers.""",true,campaign video,Georgia; Health Care; Medicare,Manuela Tobias,"July 14, 2017",https://www.politifact.com/factchecks/2017/jul/14/stacey-evans/did-stacey-evans-help-win-one-biggest-private-laws/
Pat Toomey,"July 10, 2017","Medicaid ""is contributing to 70 percent of our budget deficit right now. It’s the one that is in our lap because of Obamacare.""",mostly-false,Morning Joe,National; Corrections and Updates; Deficit; Health Care,Manuela Tobias,"July 12, 2017",https://www.politifact.com/factchecks/2017/jul/12/pat-toomey/medicaid-driving-budget-deficit-pat-toomey-said/
Bob Casey,"July 5, 2017",The GOP health care proposal would slash more than $135 million in federal funding available to PA schools.,false,tweet,Health Care; Pennsylvania,Anna Orso,"July 11, 2017",https://www.politifact.com/factchecks/2017/jul/11/bob-casey/trumpcare-fight-casey-overstates-gops-potential-me/
Chris Murphy,"June 26, 2017","Says because of Donald Trump, ""the IRS decided to stop enforcing the individual mandate that was the underpinning of the ACA. That has resulted in insurance companies all across the country jacking their rates up, explicitly because they don't believe that healthy people will buy insurance.""",mostly-false,video,National; Health Care; Taxes,Manuela Tobias,"July 10, 2017",https://www.politifact.com/factchecks/2017/jul/10/chris-murphy/donald-trump-responsible-rising-health-insurance-p/
Marc Short,"July 2, 2017","7 million people the Congressional Budget Office says won't have health insurance coverage under the Senate health care bill ""don't exist.""",half-true,"episode of ""Fox News Sunday""",National; Health Care,Lauren Carroll,"July 5, 2017",https://www.politifact.com/factchecks/2017/jul/05/marc-short/cbo-counted-7-million-people-who-dont-exist-says-w/
Marco Rubio,"June 28, 2017","""There is no reason for anybody to be losing any of their current benefits under Medicaid.""",mostly-false,Facebook live speech,Health Care; Medicaid; Florida,Jon Greenberg,"June 30, 2017",https://www.politifact.com/factchecks/2017/jun/30/marco-rubio/marco-rubio-wrong-conclude-senate-bill-wont-lead-m/
Shawn Thierry,"June 7, 2017","""Texas mothers are dying during childbirth at the highest rates in the nation.""",mostly-true,press release,Health Care; Women; Texas,W. Gardner Selby,"June 29, 2017",https://www.politifact.com/factchecks/2017/jun/29/shawn-thierry/shawn-thierry-says-texas-leads-nation-mothers-dyin/
Sean Spicer,"June 28, 2017","""28.2 million Americans are still waiting under Obamacare and remain uninsured!""",half-true,a tweet,National; Health Care,Manuela Tobias,"June 28, 2017",https://www.politifact.com/factchecks/2017/jun/28/sean-spicer/sean-spicer-tweets-misleading-obamacare-statistic/
Michael Needham,"June 25, 2017","""Actually, on some procedures, you're more likely to die if you're on Medicaid than if you're uninsured.""",mostly-false,interview on Fox News Sunday,Health Care; Medicaid; Florida,Amy Sherman,"June 28, 2017",https://www.politifact.com/factchecks/2017/jun/28/michael-needham/are-medicaid-patients-more-likely-die-uninsured-he/
Newt Gingrich,"June 27, 2017","Under the House health care bill, Medicaid spending ""actually goes up 20 percent over the next 10 years.""",half-true,appearance on 'Fox & Friends',Health Care; Medicaid; PunditFact,Joshua Gillin,"June 28, 2017",https://www.politifact.com/factchecks/2017/jun/28/newt-gingrich/gingrich-misleads-point-house-bill-grows-medicaid-/
Paul Ryan,"June 27, 2017","Says the CBO said ""it's not that people are getting pushed off a plan; it's that people will choose not to buy something they don't like or want.""",mostly-false,interview with Fox News,National; Health Care,Jon Greenberg,"June 28, 2017",https://www.politifact.com/factchecks/2017/jun/28/paul-ryan/paul-ryan-wrong-most-22-million-uninsured-would-be/
Tammy Baldwin,"June 2, 2017","Says Donald Trump ""wants to kick thousands of kids off of BadgerCare.""",half-true,speech,Children; Federal Budget; Health Care; Medicaid; Public Health; Wisconsin,Tom Kertscher,"June 28, 2017",https://www.politifact.com/factchecks/2017/jun/28/tammy-baldwin/tammy-baldwins-half-true-claim-donald-trump-wants-/
Donald Trump,"June 26, 2017","""When Obamacare was signed into law, CBO estimated that 23 million people would be covered in Obamacare’s exchanges in 2017. They were off by more than 100 percent. Only 10.3 million people are covered by Obamacare.""",half-true,a tweet,National; Corrections and Updates; Health Care,Manuela Tobias,"June 27, 2017",https://www.politifact.com/factchecks/2017/jun/27/donald-trump/white-house-criticism-cbo-analysis-misleading/
Bernie Sanders,"June 25, 2017","""When you throw 23 million people off of health insurance -- people with cancer, people with heart disease, people with diabetes -- thousands of people will die. … This is study after study making this point.""",mostly-true,"interview on ""Meet the Press""",National; Health Care,Louis Jacobson,"June 27, 2017",https://www.politifact.com/factchecks/2017/jun/27/bernie-sanders/bernie-sanders-projection-thousands-added-deaths-g/
Pat Toomey,"June 25, 2017","""Remember, Obamacare created a new category of eligibility. Working-age, able-bodied adults with no dependents for the first time became eligible for Medicaid if their income is below 138 percent of the poverty level. We’re going to continue that eligibility. No one loses coverage.""",half-true,"On ""Face The Nation""",Health Care; Medicaid; Pennsylvania,Mark Dent,"June 27, 2017",https://www.politifact.com/factchecks/2017/jun/27/pat-toomey/toomey-conflates-two-things-latest-health-care-cla/
Kellyanne Conway,"June 25, 2017","There ""are not cuts to Medicaid"" in the GOP health care proposals.",mostly-false,"interview on ABC's ""This Week with George Stephanopoulos""",National; Health Care,Jon Greenberg,"June 26, 2017",https://www.politifact.com/factchecks/2017/jun/26/kellyanne-conway/does-senate-health-care-bill-cut-medicaid/
Barack Obama,"June 22, 2017","The Senate bill ""hands enormous tax cuts to the rich and to the drug and insurance industries, paid for by cutting health care for everybody else.""",mostly-true,Facebook post,National; Health Care; Taxes,John Kruzel,"June 26, 2017",https://www.politifact.com/factchecks/2017/jun/26/barack-obama/obama-blasts-gop-senate-bill-tax-cut-rich-health-c/
Kellyanne Conway,"June 25, 2017","""If you became a Medicaid recipient through the Obamacare expansion, you are grandfathered in.""",mostly-false,appearance on ABC's 'This Week',Health Care; Medicaid; PunditFact,Joshua Gillin,"June 25, 2017",https://www.politifact.com/factchecks/2017/jun/25/kellyanne-conway/house-health-care-bill-allows-some-stay-medicaid-n/
John Faso,"June 1, 2017","A waiver in the American Health Care Act ""doesn’t apply to things like maternity coverage.""",false,radio town hall,Health Care; New York,Dan Clark,"June 22, 2017",https://www.politifact.com/factchecks/2017/jun/22/john-faso/maternity-care-coverage-could-be-lost-through-stat/
Donald Trump,"June 21, 2017",Obamacare has led to fewer health insurance options for millions of Americans.,mostly-false,White House tweet,National; Health Care,Jon Greenberg,"June 21, 2017",https://www.politifact.com/factchecks/2017/jun/21/donald-trump/white-house-tweet-wrongly-says-obamacare-led-fewer/
Donald Trump,"June 13, 2017","""Obamacare premiums have doubled"" in Wisconsin.",half-true,speech,Health Care; Government Regulation; Public Health; Wisconsin,Tom Kertscher,"June 15, 2017",https://www.politifact.com/factchecks/2017/jun/15/donald-trump/donald-trumps-claim-about-obamacare-premiums-doubl/
Bernie Sanders,"June 13, 2017","Says Senate deliberations on the Affordable Care Act in 2009 and 2010 included hundreds of hours of debate and more than 100 Republican amendments, compared with zero for the American Health Care Act this year.",half-true,tweet,National; Health Care,Louis Jacobson,"June 14, 2017",https://www.politifact.com/factchecks/2017/jun/14/bernie-sanders/bernie-sanders-tweet-exaggerates-lack-input-senate/
Donald Trump,"June 13, 2017","""Two million more people just dropped out of Obamacare. It is in a death spiral.""",mostly-false,tweet,National; Health Care,Jon Greenberg,"June 14, 2017",https://www.politifact.com/factchecks/2017/jun/14/donald-trump/trump-wrongly-ties-flawed-obamacare-data-death-spi/
Jon Ossoff,"June 8, 2017","The House Republican health care bill ""guts protections against massive price hikes for Georgians with pre-existing conditions.""",half-true,debate,Georgia; Health Care,Jon Greenberg,"June 13, 2017",https://www.politifact.com/factchecks/2017/jun/13/jon-ossoff/ossoff-gop-health-plan-guts-protections-pre-existi/
Maram Museitif,"May 24, 2017","Says Arabic ""is the third most-common language in Austin.""",false,as quoted,Census; City Government; Health Care; Public Health; Texas,W. Gardner Selby,"June 5, 2017",https://www.politifact.com/factchecks/2017/jun/05/maram-museitif/city-austin-appointee-says-arabic-third-most-commo/
Chris King,"May 25, 2017","Says a Congressional Budget Office report found low-income seniors in Florida will face ""800 percent premium increases"" under the American Health Care Act.",half-true,press release,Health Care; Florida,Amy Sherman,"June 2, 2017",https://www.politifact.com/factchecks/2017/jun/02/chris-king/does-ahca-increase-health-care-premiums-low-income/
James Lankford,"May 24, 2017","""This year, a majority of states are seeing premiums and costs double"" under Obamacare.",false,Facebook post,National; Health Care,Louis Jacobson,"May 25, 2017",https://www.politifact.com/factchecks/2017/may/25/james-lankford/did-obamacare-premiums-double-most-states-year-no/
American Action Network,"May 23, 2017","Under the American Health Care Act ""people with pre-existing conditions are protected.""",mostly-false,ad,Health Care; Florida,Amy Sherman,"May 24, 2017",https://www.politifact.com/factchecks/2017/may/24/american-action-network/conservative-groups-ad-misleads-about-pre-existing/
Paul Ryan,"May 7, 2017","Before Obamacare, Wisconsin’s ""high-risk pool"" for health insurance ""had eight or nine"" plans to choose from, people ""could go to any doctor or any hospital they wanted, and their premiums and co-pays were cheaper than they are under Obamacare today.""",half-true,interview,Health Care; Public Health; Wisconsin,Tom Kertscher,"May 19, 2017",https://www.politifact.com/factchecks/2017/may/19/paul-ryan/paul-ryans-claim-wisconsin-being-model-covering-pe/
Mary González,"May 11, 2017","An ""abortion procedure is actually safer than a vasectomy.""",mostly-true,House debate of House Bill 2962,Abortion; Corrections and Updates; Health Care; Texas,W. Gardner Selby,"May 17, 2017",https://www.politifact.com/factchecks/2017/may/17/mary-gonzalez/mary-gonzalez-says-abortions-safer-vasectomies/
Richard Blumenthal,"May 9, 2017","""What does Trumpcare do? Yank tax credits away from veterans unlike any other American.""",half-true,press conference,National; Health Care; Veterans,Lauren Carroll,"May 15, 2017",https://www.politifact.com/factchecks/2017/may/15/richard-blumenthal/gop-health-care-bill-yanks-tax-credits-away-vetera/
Glenn Grothman,"April 30, 2017","""Planned Parenthood is the biggest abortion provider in the country.""",true,town hall meeting,Abortion; Corrections and Updates; Health Care; Public Health; Women; Wisconsin,Dave Umhoefer,"May 15, 2017",https://www.politifact.com/factchecks/2017/may/15/glenn-grothman/glenn-grothman-says-planned-parenthood-leading-abo/
Sean Duffy,"May 9, 2017",The Republican replacement for Obamacare does not give massive tax cuts to wealthy Americans.,false,interview,Health Care; Income; Public Health; Wealth; Taxes; Wisconsin,Tom Kertscher,"May 12, 2017",https://www.politifact.com/factchecks/2017/may/12/sean-duffy/republican-replacement-obamacare-does-not-contain-/
Rod  Blum,"May 8, 2017","""If you’re getting your insurance through (your employer), nothing changes"" under Trumpcare.",half-true,town hall meeting with voters,National; Health Care,Jon Greenberg,"May 11, 2017",https://www.politifact.com/factchecks/2017/may/11/rod-blum/iowa-gops-blum-gets-it-wrong-acha-effect-employer-/
Bill Zedler,"April 25, 2017","Says a federal program that collects reported side-effects of vaccinations doesn’t accept possible outcomes extending to road accidents, heart attacks or suicides.",false,his responses to a physician testifying before the Texas House Committee on Public Health,Health Care; Public Health; Texas,W. Gardner Selby,"May 11, 2017",https://www.politifact.com/factchecks/2017/may/11/bill-zedler/bill-zedler-insists-program-doesnt-collect-wide-ra/
Save My Care,"May 8, 2017","U.S. Rep. Carlos Curbelo voted for a health care bill that will let insurance companies ""charge five times more for people over 50.""",half-true,digital ad,Congress; Health Care; Florida,Amy Sherman,"May 11, 2017",https://www.politifact.com/factchecks/2017/may/11/save-my-care/gop-health-care-bill-charges-five-times-more-peopl/
Ted Budd,,"Says if the AHCA replaces Obamacare it will ""significantly reduce insurance premiums in"" North Carolina.",half-true,,Families; Health Care; Medicaid; Public Health; North Carolina,Will Doran,"May 10, 2017",https://www.politifact.com/factchecks/2017/may/10/ted-budd/what-will-happen-north-carolina-premiums-if-ahca-r/
Claire McCaskill,"March 28, 2017","""We have 5 percent of world population. 80 percent of opioids.""",false,tweet,Drugs; Health Care; Public Health; Missouri,Gary  Garrison,"May 10, 2017",https://www.politifact.com/factchecks/2017/may/10/claire-mccaskill/mccaskill-cites-long-disproven-figure-opioid-use/
Barry Loudermilk,"May 4, 2017","In the House Republican health care bill, ""we’re expanding women’s access to health services by redirecting Planned Parenthood dollars to community health centers, which vastly outnumber Planned Parenthood clinics.""",mostly-false,email to constituents,Abortion; Georgia; Corrections and Updates; Health Care; Women,Louis Jacobson,"May 9, 2017",https://www.politifact.com/factchecks/2017/may/09/barry-loudermilk/would-gop-bill-expand-womens-health-care-curbing-p/
Kevin McCarthy,"May 4, 2017","""Nobody on Medicaid"" will have their benefits taken away.",false,CNN,National; Health Care; Medicaid,John Kruzel,"May 9, 2017",https://www.politifact.com/factchecks/2017/may/09/kevin-mccarthy/would-republican-health-care-bill-take-away-anyone/
Judy Chu,"May 4, 2017","The GOP health bill ""would once again allow being a rape or domestic violence victim to be a pre-existing condition.""",mostly-false,press release,Congress; Health Care; Legal Issues; Crime; Public Health; Public Safety; Women; California,Chris Nichols,"May 9, 2017",https://www.politifact.com/factchecks/2017/may/09/judy-chu/rape-pre-existing-condition-under-gop-bill-calif-c/
Gwen Moore,"May 4, 2017","""Under ‘Trumpcare,’"" domestic violence and sexual assault ""could be considered pre-existing conditions.""",mostly-false,news release,Health Care; Legal Issues; Crime; Public Health; Women; Wisconsin,Tom Kertscher,"May 9, 2017",https://www.politifact.com/factchecks/2017/may/09/gwen-moore/sexual-assault-domestic-violence-themselves-are-no/
Tom Price,"May 7, 2017","""We have got 20 million folks out there across this land who have told the federal government, ‘Phooey, nonsense, I’m not going to participate in your program, because it doesn’t do what I need done.’ """,mostly-false,interview on CNN's State of the Union,Health Care; Florida,Amy Sherman,"May 8, 2017",https://www.politifact.com/factchecks/2017/may/08/tom-price/tom-price-misleads-obamacare-tax-penalty/
Raul Labrador,"May 5, 2017","""Nobody dies because they don’t have access to health care.""",pants-fire,town hall event,National; Health Care,Louis Jacobson,"May 8, 2017",https://www.politifact.com/factchecks/2017/may/08/raul-labrador/raul-labradors-claim-no-one-dies-lack-health-care-/
Bloggers,"May 4, 2017","Under the House Republican health plan, sexual assault is a pre-existing condition.",mostly-false,blog headlines,National; Health Care; Crime; Public Health; Women,Lauren Carroll,"May 5, 2017",https://www.politifact.com/factchecks/2017/may/05/blog-posting/headlines-say-gop-bill-makes-sexual-assault-pre-ex/
Americas PAC,"April 27, 2017","Says Tammy Baldwin was told by a whistleblower about ""overmedicated veterans,"" she made ""deadly mistakes"" and ""three veterans died"" at the Tomah VA hospital.",false,radio ad,Drugs; Health Care; Public Health; Veterans; Wisconsin,Tom Kertscher,"May 5, 2017",https://www.politifact.com/factchecks/2017/may/05/americas-pac/super-pac-attack-blaming-tammy-baldwin-deaths-3-ve/
Donald Trump,"April 30, 2017","""Dems want billions to go to Insurance Companies to bail out donors""",false,Twitter,National; Campaign Finance; Congress; Health Care,John Kruzel,"May 4, 2017",https://www.politifact.com/factchecks/2017/may/04/donald-trump/trumps-false-claim-dems-want-billions-go-insurance/
