statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Scott Walker,"February 8, 2017","""We are investing more money into education than ever before in the history of Wisconsin.""",mostly-false,his budget speech,Education; State Budget; Wisconsin,Alison Dirr,"May 17, 2017",https://www.politifact.com/factchecks/2017/may/17/scott-walker/testing-scott-walker-claim-record-education-findin/
Richard Corcoran,"May 6, 2017","Says the Florida House of Representatives allocated $24 billion, ""the greatest investment in education in Florida history!""",half-true,tweet,Education; State Budget; Florida,Joshua Gillin,"May 15, 2017",https://www.politifact.com/factchecks/2017/may/15/richard-corcoran/corcoran-touts-level-education-spending-there/
Nate Walker,"March 20, 2017 in","""(Charter schools in Missouri) are actually failing in a greater capacity than the public school systems.""",mostly-false,on MissouriNet.com,Education; Missouri,Jen Para,"May 13, 2017",https://www.politifact.com/factchecks/2017/may/13/nate-walker/missouri-charter-schools-arent-failing/
Bloggers,"May 2, 2017","A University of Texas ""student pulled out a concealed handgun"" on a knife-wielding suspect ""and made him back down.""",pants-fire,web post on ihavethetruth.com,Education; Crime; Guns; Texas,W. Gardner Selby,"May 10, 2017",https://www.politifact.com/factchecks/2017/may/10/blog-posting/pants-fire-claim-university-texas-student-gun-help/
Don Huffines,"February 27, 2017","""Sixty-two percent of all (Texas) property taxes are paid by businesses.""",half-true,responding to a question about private school vouchers,Education; Small Business; Taxes; Texas,Forrest Milburn,"May 5, 2017",https://www.politifact.com/factchecks/2017/may/05/don-huffines/don-huffines-overstates-share-texas-property-taxes/
Antonio  Villaraigosa,"March 23, 2017","""When I became mayor of Los Angeles, we had a 44 percent (high school) graduation rate. I said that was unacceptable. I challenged that notion. I said the mayor needs to be involved with our schools. We need to partner together. As I left, after a number of reforms, we grew our graduation rate from 44 percent to 72.""",mostly-true,speech at a candidates forum,Education; The 2018 California Governor's Race; California,Chris Nichols,"May 5, 2017",https://www.politifact.com/factchecks/2017/may/05/antonio-villaraigosa/villaraigosas-mostly-true-claim-about-rise-school-/
Sonny Perdue,"May 1, 2017","Easing school lunch regulations ""is not reducing the nutritional standards whatsoever.""",mostly-false,policy announcement event.,Georgia; Education; Food,Jon Greenberg,"May 4, 2017",https://www.politifact.com/factchecks/2017/may/04/sonny-perdue/ag-sec-perdue-changes-school-lunch-rules-says-stan/
Bob Cortes,"April 18, 2017","""All charter schools are not-for-profit.""",half-true,discussion on HB 7101,Education; Florida,Allison Graves,"April 27, 2017",https://www.politifact.com/factchecks/2017/apr/27/bob-cortes/are-all-florida-charter-schools-not-profit/
Dan  Hegeman,"March 8, 2017","""We don’t give bonuses in the state of Missouri on any level of government.""",half-true,meeting with University of Missouri System Curator nominees,Education; State Budget; Missouri,Allison Colburn,"April 21, 2017",https://www.politifact.com/factchecks/2017/apr/21/dan-hegeman/u-missouri-system-bonuses-might-not-be-outlier-sta/
USF Divest,"April 11, 2017","Says the University of South Florida invests in oil companies like BP, tobacco companies, weapons manufacturers and private prisons.",mostly-true,video on Facebook,Education; Florida,Allison Graves,"April 19, 2017",https://www.politifact.com/factchecks/2017/apr/19/usf-divest/fact-check-how-does-university-south-florida-inves/
Jeb Bush,"April 6, 2017","""When public schools face increased competition, they get better and kids learn more.""",mostly-false,op-ed,New Hampshire; Education; Government Regulation,Lola  Duffort,"April 17, 2017",https://www.politifact.com/factchecks/2017/apr/17/jeb-bush/does-school-competition-lift-all-boats-jeb-bush-sa/
Sara Stevenson,"April 3, 2017","Says a Texas Senate committee considering ""private school voucher"" legislation randomly called people to testify regardless of when the people submitted requests to testify.",true,to the editor of the Austin American-Statesman,Corrections and Updates; Education; States; Transparency; Texas,W. Gardner Selby,"April 14, 2017",https://www.politifact.com/factchecks/2017/apr/14/sara-stevenson/sara-stevenson-austin-says-texas-senate-panel-rand/
Volusia County Republican Party,"April 2, 2017","""The United States Department of Education has introduced an Islamic indoctrination program for the public schools, called ‘Access Islam.’ """,false,an email,Education; Islam; Religion; Florida,Amy Sherman,"April 5, 2017",https://www.politifact.com/factchecks/2017/apr/05/volusia-county-republican-party/did-us-department-education-introduce-islamic-indo/
Tony Evers,"March 10, 2017","A study of where teachers apply to work found that ""less than 5 percent wanted to work in rural Wisconsin.""",false,interview,Education; Wisconsin,Dave Umhoefer,"March 31, 2017",https://www.politifact.com/factchecks/2017/mar/31/tony-evers/state-school-superintendent-misses-claim-5-percent/
Lowell Holtz,"March 26, 2017","About a third of Wisconsin’s high schools ""are missing the mark of graduating young adults who are college ready,"" a ""pass rate of 66.6%.""",mostly-false,post on a campaign web site,Education; Wisconsin,Dave Umhoefer,"March 30, 2017",https://www.politifact.com/factchecks/2017/mar/30/lowell-holtz/candidate-says-wisconsin-deserved-d-grade-preparin/
Eric  Greitens,"February 2, 2017","""K-12 education is getting more money this year than they did last year. ... It is a total increase of 4.1 percent.""",mostly-false,budget speech at Nixa’s Early Childhood Center,Education; State Budget; Missouri,Jen Para,"March 28, 2017",https://www.politifact.com/factchecks/2017/mar/28/eric-greitens/greitens-hasnt-increased-education-budget-4-percen/
Lowell Holtz,"March 18, 2017","""Our minority graduation rate went from levels below Milwaukee and Madison, to above 80%"" when I was Beloit school superintendent.",mostly-true,campaign blog post,Education; Wisconsin,Dave Umhoefer,"March 24, 2017",https://www.politifact.com/factchecks/2017/mar/24/lowell-holtz/lowell-holtz-says-graduation-rates-soared-minority/
Mick Mulvaney,"March 16, 2017","""There's no demonstrable evidence they (after-school programs that feed kids) are helping kids do better at school.""",mostly-false,press conference,National; Education; Federal Budget; Food,Jon Greenberg,"March 21, 2017",https://www.politifact.com/factchecks/2017/mar/21/mick-mulvaney/wh-budget-chief-wrongly-claims-afterschool-program/
The Coalition for Public Schools,"January 23, 2017","""Texas legislators have filed voucher proposals in every legislative session since 1995, but all of them have failed to become law.""",true,emailed press release,Education; Texas,Fauzeya Rahman,"March 17, 2017",https://www.politifact.com/factchecks/2017/mar/17/coalition-public-schools-coalition-public-schools/public-school-advocates-say-no-voucher-legislati/
Phil Berger,"March 13, 2017","Says Republican legislators in North Carolina raised the average teacher's pay ""by more than 15 percent in just three years.""",mostly-false,the GOP response to Roy Cooper's State of the State speech,Corrections and Updates; Education; State Budget; North Carolina,Will Doran,"March 16, 2017",https://www.politifact.com/factchecks/2017/mar/16/phil-berger/north-carolina-teacher-pay-has-been-rising-not-nea/
Tony Evers,"February 13, 2017","""Wisconsin’s graduation rates have grown to over 90 percent"" since Tony Evers became state school superintendent.",mostly-false,Facebook post,Education; Wisconsin,Dave Umhoefer,"March 10, 2017",https://www.politifact.com/factchecks/2017/mar/10/tony-evers/tony-evers-says-graduation-rates-surpass-90-percen/
Janet Cruz,"March 7, 2017","""Florida pays our teachers $10,000 a year less than the national average.""",mostly-true,speech,Education; Jobs; Florida,Amy Sherman,"March 7, 2017",https://www.politifact.com/factchecks/2017/mar/07/janet-cruz/how-much-does-florida-teacher-pay-lag-behind-natio/
Social Media,"March 6, 2017","""It's important to pay attention to the Russian spy drama, but let's not ignore the fact that the following (10) bills have been introduced"" in the House.",mostly-true,social media posts,Abortion; Environment; Immigration; Education; Health Care; Foreign Policy; Workers; PunditFact,Louis Jacobson,"March 7, 2017",https://www.politifact.com/factchecks/2017/mar/07/social-media/social-media-post-pending-gop-bills-largely-accura/
Andrew Cuomo,"March 1, 2017","""I’ve given the religious schools in my budget more money than ever before in history.""",true,remarks at a student rally for the Orthodox Union,Education; New York,Dan Clark,"March 6, 2017",https://www.politifact.com/factchecks/2017/mar/06/andrew-cuomo/cuomos-budget-includes-more-money-private-schools-/
Kathleen Vinehout,"February 24, 2017","Wisconsin children are crossing ""condemned bridges in the middle of the winter to get to the school bus.""",half-true,interview,Children; Education; Infrastructure; Public Safety; Transportation; Wisconsin,Tom Kertscher,"March 3, 2017",https://www.politifact.com/factchecks/2017/mar/03/kathleen-vinehout/are-kids-rural-wisconsin-crossing-condemned-bridge/
Tim Moore,"February 20, 2017","""North Carolina's teacher income is rising faster than any other state.""",half-true,social media posts and a press release,Education; State Budget; States; North Carolina,Will Doran,"February 28, 2017",https://www.politifact.com/factchecks/2017/feb/28/tim-moore/north-carolina-republican-leader-claims-credit-nat/
John Eichelberger,,"Inner-city students ""fall back and don’t succeed, whereas if there was a less intensive track, they would.""",false,,Education; Race and Ethnicity; Urban; Pennsylvania,Cassie Owens,"February 27, 2017",https://www.politifact.com/factchecks/2017/feb/27/john-eichelberger/checking-rural-pa-republicans-claim-city-students-/
Restore American Freedom and Liberty,"February 16, 2017","Says Tammy Baldwin ""wants to require children starting at age 5 to learn about gay sex!""",false,fundraising email,Children; Education; Government Regulation; LGBTQ; Sexuality; Wisconsin,Tom Kertscher,"February 27, 2017",https://www.politifact.com/factchecks/2017/feb/27/restore-american-freedom-and-liberty/no-evidence-pacs-claim-tammy-baldwin-wants-require/
Eric  Greitens,"January 17, 2017","""Over 200 of our 520 school districts did not have a single student in physics.""",mostly-false,his state of the state address,Education; Science; Missouri,Grace  Hase,"February 24, 2017",https://www.politifact.com/factchecks/2017/feb/24/eric-greitens/greitens-overstates-number-students-not-enrolled-p/
Bono,"February 17, 2017","""For every extra year a girl goes to school, her income goes up 12 percent.""",true,speech at the Munich Security Conference,Global News Service; Education; Income; Women,Jon Greenberg,"February 22, 2017",https://www.politifact.com/factchecks/2017/feb/22/bono/bono-each-year-school-adds-12-womans-income/
Andrew Cuomo,"February 7, 2017","New York state subsidizes private colleges ""probably more than any other state except maybe one.""",true,remarks at a rally at Buffalo State College,Education; New York,Dan Clark,"February 16, 2017",https://www.politifact.com/factchecks/2017/feb/16/andrew-cuomo/new-york-gives-more-aid-private-college-students-a/
Byron Brown,"January 30, 2017","Graduation rates in Buffalo’s school district, which were ""around 48 percent are now up to 64 percent"" since Say Yes Buffalo launched.",true,state budget hearing on local governments,Education; New York,Dan Clark,"February 10, 2017",https://www.politifact.com/factchecks/2017/feb/10/byron-brown/buffalo-schools-graduation-rates/
John Humphries,"January 12, 2017","""We've dropped from a top 10 state in elementary reading to 30th in the nation"" under State Schools Superintendent Tony Evers’ watch.",mostly-false,Facebook post,Education; Wisconsin,Dave Umhoefer,"February 6, 2017",https://www.politifact.com/factchecks/2017/feb/06/john-humphries/schools-candidate-john-humphries-says-tony-evers-o/
Roy Cooper,"January 25, 2017","Says North Carolina gives taxpayer dollars to private schools, but ""we really don’t know what these schools are doing or how they are performing.""",half-true,address to education leaders,Education; Government Regulation; State Budget; Transparency; North Carolina,Will Doran,"February 2, 2017",https://www.politifact.com/factchecks/2017/feb/02/roy-cooper/nc-gov-roy-cooper-says-private-school-vouchers-lac/
Don Willett,"January 12, 2017","""The overwhelming majority of America’s elite universities, they no longer require history majors to take a single course in American history.""",mostly-true,speech at a Texas Public Policy Foundation event,Corrections and Updates; Education; History; Texas,W. Gardner Selby,"January 30, 2017",https://www.politifact.com/factchecks/2017/jan/30/don-willett/don-willett-elite-universities-dont-require-us-his/
Andrew Cuomo,"January 17, 2017","""Thirty years ago we were the most college-educated country on the globe. Today we are No. 11.""",half-true,his executive budget presentation,Education; New York,Dan Clark,"January 27, 2017",https://www.politifact.com/factchecks/2017/jan/27/andrew-cuomo/us-no-longer-has-highest-proportion-college-educat/
Mark Pocan,"January 11, 2017","Says Betsy DeVos and her family ""have donated extensively to groups which promote the idea that students who identify as LGBT must undergo 'conversion' therapy.""",mostly-false,letter,Education; Health Care; LGBTQ; Sexuality; Wisconsin,Tom Kertscher,"January 25, 2017",https://www.politifact.com/factchecks/2017/jan/25/mark-pocan/betsy-devos-backs-groups-say-lgbt-students-must-ge/
Bob Casey,"January 17, 2017","""[The Foundation for Individual Rights] is the recipient of donations from [DeVos] totaling about 25,000 bucks over four years.""",mostly-true,Senate confirmation hearing for Betsy DeVos.,Education; Pennsylvania,Anna Orso,"January 19, 2017",https://www.politifact.com/factchecks/2017/jan/19/bob-casey/trumps-education-pick-donated-philly-group-controv/
Betsy DeVos,"January 17, 2017","""I would imagine that there's probably a gun in the school (in Wapiti, Wyo.) to protect from potential grizzlies.""",false,her Senate confirmation hearing,Environment; National; Animals; Children; Corrections and Updates; Education; Public Safety; Guns,Lauren Carroll,"January 18, 2017",https://www.politifact.com/factchecks/2017/jan/18/betsy-devos/education-nominee-betsy-devos-says-wyoming-school-/
Andrew Cuomo,"January 9, 2017","""More college graduates are living at home than in decades.""",true,State of the State speech,Debt; Education; Housing; New York,Dan Clark,"January 9, 2017",https://www.politifact.com/factchecks/2017/jan/09/andrew-cuomo/more-college-graduates-living-home-decades/
Andrew Cuomo,"January 3, 2017","In New York, ""Average college debt - $30,000 per student.""",true,announcement,Debt; Education; New York,Dan Clark,"January 5, 2017",https://www.politifact.com/factchecks/2017/jan/05/andrew-cuomo/college-graduates-new-york-owe-about-30000-average/
Rahm Emanuel,"November 15, 2016","[Chicago is the] only city in the United States, you get a B average in high school, community college is free.",half-true,Interview with Bill Kurtis,Education; Illinois,Anna Bruzgulis,"December 28, 2016",https://www.politifact.com/factchecks/2016/dec/28/rahm-emanuel/fact-check-emanuels-claim-about-college-only-somew/
Lloyd  Doggett,"December 15, 2016","""Our university campuses by federal law do not check the immigration status of their students just as our public schools don’t.""",mostly-false,interview with KEYE TV,Immigration; Education; Texas,W. Gardner Selby,"December 28, 2016",https://www.politifact.com/factchecks/2016/dec/28/lloyd-doggett/lloyd-doggett-says-federal-law-universities-dont-c/
Kurt Schaefer,"November 13, 2016",The 2016 and 2017 Missouri budget includes more funding for the University of Missouri than any time in the last 15 years.,mostly-false,ad,Education; State Budget; Missouri,Ellen Cagle,"December 19, 2016",https://www.politifact.com/factchecks/2016/dec/19/kurt-schaefer/schaefers-claims-um-system-funding-fall-short/
Kirk Watson,"November 29, 2016","""In Austin, Texas, the average homeowner is paying about $1,300 to $1,400 just for recapture,"" meaning funds spent in non-Austin school districts.",true,panel discussion about the 2017 legislative session,Education; State Budget; Texas,W. Gardner Selby,"December 16, 2016",https://www.politifact.com/factchecks/2016/dec/16/kirk-watson/kirk-watson-says-average-austin-homeowner-pays-130/
Russ  Feingold,"October 7, 2016","Social Security ""was basically invented"" at the University of Wisconsin-Madison; ""that's where Franklin Roosevelt got the idea.""",true,debate,Education; History; Social Security; Wisconsin,Jonathan Anderson,"December 16, 2016",https://www.politifact.com/factchecks/2016/dec/16/russ-feingold/was-social-security-basically-invented-university-/
"Virginia ""Jennie Lou"" Leeder","October 17, 2016","Texas spends ""more per day to house an inmate than we do on a student.""",true,interview with the Austin American-Statesman,Criminal Justice; Education; Crime; State Budget; States; Texas,Fauzeya Rahman,"November 18, 2016",https://www.politifact.com/factchecks/2016/nov/18/jennie-lou-leeder/democrat-jennie-lou-leeder-says-texas-spends-more-/
Howard Dean,"November 15, 2016","Says Scott Walker left college ""under an ethical cloud for having tried to fix"" the election for student body president.",false,interview,Candidate Biography; Education; Elections; Ethics; Wisconsin,Tom Kertscher,"November 18, 2016",https://www.politifact.com/factchecks/2016/nov/18/howard-dean/one-ex-presidential-candidates-attack-another-scot/
Sid Miller,"November 10, 2016","Texas A&M University - Commerce ""offers counseling, safe spaces for students who are afraid of President-elect Trump.""",half-true,Facebook post,Education; Elections; Texas,Dylan Baddour,"November 17, 2016",https://www.politifact.com/factchecks/2016/nov/17/sid-miller/sid-miller-says-texas-university-trump-safe-spaces/
Donna Howard,"September 19, 2016","""Thirty-one percent of school districts are still receiving less funding per pupil than they did prior to the dramatic budget cuts of 2011.""",mostly-true,commentary,Education; State Budget; Texas,W. Gardner Selby,"November 16, 2016",https://www.politifact.com/factchecks/2016/nov/16/donna-howard/donna-howard-says-31-percent-texas-school-district/
Maggie Hassan,"November 2, 2016","Kelly Ayotte ""voted for a budget that had $90 billion of cuts to Pell Grants.""",mostly-false,debate,New Hampshire; Education; Voting Record,Lola  Duffort,"November 5, 2016",https://www.politifact.com/factchecks/2016/nov/05/maggie-hassan/maggie-hassan-says-kelly-ayotte-voted-cut-90-billi/
Todd Starnes,"October 28, 2016","""Students at the University of Texas in Austin have been advised not to wear cowboy boots or cowboy hats on Halloween.""",false,commentary posted on Fox News,Education; Texas,W. Gardner Selby,"November 3, 2016",https://www.politifact.com/factchecks/2016/nov/03/todd-starnes/todd-starnes-says-university-texas-students-advise/
Levar Stoney,,"""Jack Berry voted for a plan to cut $23.8 million from our schools.""",mostly-false,,City Budget; Education; Voting Record; Virginia,Warren Fiske,"October 31, 2016",https://www.politifact.com/factchecks/2016/oct/31/levar-stoney/levar-stoney-weakly-claims-jack-berry-voted-cut-23/
Our Democracy 2020,"October 26, 2016","Says an election clerk in Green Bay refused to allow early voting on the UW-Green Bay campus because she ""was afraid it would help Democrats,"" showing ""outrageous partisan bias.""",half-true,news release,Bipartisanship; City Government; Education; Elections; Wisconsin,Tom Kertscher,"October 28, 2016",https://www.politifact.com/factchecks/2016/oct/28/our-democracy-2020/did-wisconsin-election-clerk-block-early-voting-be/
Nathan Deal,"September 9, 2016","""We have almost 68,000 Georgia students who are required by law to attend a chronically failing school.""",mostly-true,education conference,Georgia; Education,Ariella Phillips,"October 26, 2016",https://www.politifact.com/factchecks/2016/oct/26/nathan-deal/deal-close-numbers-about-failing-schools/
Progress Texas,"September 20, 2016","""Donald Trump's education plan to dramatically slash funding for public education would fire 49,000 Texas teachers.""",pants-fire,blog post,Education; Texas,Fauzeya Rahman,"October 20, 2016",https://www.politifact.com/factchecks/2016/oct/20/progress-texas/progress-texas-makes-unfounded-claim-about-donald-/
Cocks Not Glocks,"August 24, 2016","""You would receive a citation for taking a dildo to class"" at the University of Texas.",half-true,Cocks not Glocks call to protest on Facebook,Education; Regulation; Guns; Texas,Dylan Baddour,"October 7, 2016",https://www.politifact.com/factchecks/2016/oct/07/cocks-not-glocks/dildo-university-texas-class-could-lead-ticket-wou/
National Republican Senatorial Committee,"September 8, 2016","Maggie Hassan ""raised tuition, making it the highest in America.""",mostly-false,ad,New Hampshire; Education,Lola  Duffort,"October 6, 2016",https://www.politifact.com/factchecks/2016/oct/06/national-republican-senatorial-committee/did-magggie-hassan-raise-tuition-making-new-hampsh/
Chelsea Clinton,"September 28, 2016","Says ""Gary Johnson and the Libertarian Party want to get rid of the public school system.""",half-true,interview with Cosmo,National; Candidate Biography; Children; Education; Families; History; Government Regulation,C. Eugene Emery Jr.,"September 29, 2016",https://www.politifact.com/factchecks/2016/sep/29/chelsea-clinton/partial-credit-chelsea-clinton-gets-says-gary-john/
Tom DeLay,"September 1, 2016","Says most illegal immigrants draw ""welfare benefits, they’re sending their kids to school, they’re using the public services.""",half-true,interview on MSNBC,Immigration; Education; Welfare; Texas,Dylan Baddour,"September 28, 2016",https://www.politifact.com/factchecks/2016/sep/28/tom-delay/tom-delay-says-most-illegal-immigrants-draw-welfar/
AFSCME People,"September 23, 2016","Says Marco Rubio ""voted to slash school funding by billions of dollars and would eliminate the Department of Education.""",mostly-true,TV ad,Education; Florida,Amy Sherman,"September 27, 2016",https://www.politifact.com/factchecks/2016/sep/27/afscme-people/unions-attack-marco-rubios-education-record/
Paul Bettencourt,"August 24, 2016",Says a change in law he carried stopped a $100 million tax increase in the Dallas school district.,true,press release,Education; Taxes; Texas,Bobby Cervantes,"September 23, 2016",https://www.politifact.com/factchecks/2016/sep/23/paul-bettencourt/paul-bettencourt-says-voting-threshold-he-champion/
Donald Trump,"September 20, 2016","""Our African-American communities are absolutely in the worst shape they've ever been in before. Ever. Ever. Ever.""",pants-fire,speech,National; Economy; Education; History; Race and Ethnicity; Public Health,Louis Jacobson,"September 22, 2016",https://www.politifact.com/factchecks/2016/sep/22/donald-trump/trumps-pants-fire-claim-blacks-are-absolutely-wors/
Donald Trump,"September 8, 2016","""We spend more per student than almost any other major country in the world.""",true,rally,Ohio; Education,Nadia Pflaum,"September 21, 2016",https://www.politifact.com/factchecks/2016/sep/21/donald-trump/trump-us-spends-more-almost-any-other-major-countr/
LIBRE Initiative,"September 13, 2016","""Latinos in Nevada support Educational Savings Accounts, helping more than 450,000 students access better schools. But Catherine Cortez Masto is against it.""",mostly-true,digital ad,Nevada; Education,Riley Snyder,"September 19, 2016",https://www.politifact.com/factchecks/2016/sep/19/libre-initiative/group-correct-catherine-cortez-masto-opposes-new-s/
Republican National Committee,"September 12, 2016","""Tim Kaine hiked tuition as governor, but now claims to champion affordability.""",half-true,blog post.,Education; State Budget; Virginia,Warren Fiske,"September 19, 2016",https://www.politifact.com/factchecks/2016/sep/19/republican-national-committee-republican/gop-makes-tricky-claim-tim-kaine-hiked-tuition-gov/
Tim Kaine,"September 18, 2016","Says Hillary Clinton and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. ""Donald Trump doesn't.""",mostly-true,"interview on ""Meet the Press.""",Abortion; Immigration; National; Climate Change; Education; LGBTQ,C. Eugene Emery Jr.,"September 18, 2016",https://www.politifact.com/factchecks/2016/sep/18/tim-kaine/tim-kaine-says-millennials-agree-clinton-not-trump/
Ertharin Cousin,"September 6, 2016","""One extra year of schooling for girls reduces infant mortality rates among their children by up to 10 percent.""",half-true,speech transcript on Medium,Global News Service; Children; Education; Public Health; Women,Jon Greenberg,"September 15, 2016",https://www.politifact.com/factchecks/2016/sep/15/ertharin-cousin/old-stat-girls-schooling-and-infant-mortality-fall/
Yes on 55,"August 23, 2016","California’s Prop 55 ""prevents $4 billion in new cuts to our schools.""",mostly-false,television advertisement,Education; California,Chris Nichols,"September 13, 2016",https://www.politifact.com/factchecks/2016/sep/13/yes-55/yes-55-school-claim-graded-mostly-false/
Ted Gatsas,"September 1, 2016","Chris ""Sununu supported Obama’s Common Core agenda, taking away local control of our schools.""",mostly-false,ad,New Hampshire; Education; Voting Record,Allie Morris,"September 12, 2016",https://www.politifact.com/factchecks/2016/sep/12/ted-gatsas/republican-candidate-governor-ted-gatsas-says-oppo/
Roy Cooper,"August 29, 2016","""Under Pat McCrory, (North Carolina) has fallen to 41st in teacher pay.""",mostly-false,posts on social media,Candidate Biography; Education; State Budget; States; North Carolina,Will Doran,"September 2, 2016",https://www.politifact.com/factchecks/2016/sep/02/roy-cooper/roy-cooper-falsely-says-north-carolina-teacher-pay/
Donna Howard,"August 23, 2016","Child care costs ""in some states now exceed the average price tag for college tuition.""",true,press conference by Austin Democrats,Children; Education; Families; Texas,W. Gardner Selby,"September 2, 2016",https://www.politifact.com/factchecks/2016/sep/02/donna-howard/donna-howard-says-child-care-some-states-costs-mor/
Hillary Clinton,"September 1, 2016","Says Alex Jones ""said that the victims of the Sandy Hook massacre were child actors and no one was actually killed there.""",true,x,Children; Education; Families; History; Crime; Public Safety; Guns; Texas,Dylan Baddour,"September 1, 2016",https://www.politifact.com/factchecks/2016/sep/01/hillary-clinton/hillary-clinton-correct-austins-alex-jones-said-no/
Bruce Rauner,"August 17, 2016","Democrats ""are cutting our school funding. Four times in the last 10 years before we came into office.""",mostly-false,speech at the Illinois State Fair,Education; Illinois,Matt Dietrich,"September 1, 2016",https://www.politifact.com/factchecks/2016/sep/01/bruce-rauner/bruce-rauner-resurrects-school-funding-cut-charge-/
Roy Cooper,"August 29, 2016","Says Gov. Pat McCrory ""tried to cut education funding to its lowest budget share in over 30 years.""",half-true,TV ad,Candidate Biography; Education; Negative Campaigning; State Budget; States; North Carolina,Will Doran,"September 1, 2016",https://www.politifact.com/factchecks/2016/sep/01/roy-cooper/roy-cooper-ad-attacking-pat-mccrory-education-leav/
Colorado Democratic Party,"August 23, 2016","Says GOP U.S. Senate candidate Darryl Glenn ""wants to eliminate the Department of Education"" and jeopardize college funding for 320,000 Coloradans.",true,news release,Colorado; Education,Alan Gathright,"August 31, 2016",https://www.politifact.com/factchecks/2016/aug/31/colorado-democratic-party/colorado-dems-say-darryl-glenn-wants-eliminate-dep/
Lisa Moore,"August 7, 2016","Says there are ""concrete examples"" of University of Texas job applicants or prospective applicants and students as well as invited speakers changing their minds because of handguns being allowed in campus buildings and classrooms.",true,"interview for NPR's ""All Things Considered""",Education; Guns; Texas,Eleanor Dearman,"August 26, 2016",https://www.politifact.com/factchecks/2016/aug/26/lisa-moore/professor-concrete-examples-teachers-students-spur/
Hillary Clinton,"August 25, 2016","""Parents and teachers are already worrying about what they call the ‘Trump Effect.’ They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslims and immigrants.""",mostly-true,remarks,Immigration; National; Education; Islam,Lauren Carroll,"August 26, 2016",https://www.politifact.com/factchecks/2016/aug/26/hillary-clinton/hillary-clinton-citing-trump-effect-says-teachers-/
No on 56 campaign,"August 16, 2016","""Prop 56 cheats schools out of at least $600 million.""",mostly-false,radio and online advertisements,Education; Public Health; Taxes; California,Chris Nichols,"August 26, 2016",https://www.politifact.com/factchecks/2016/aug/26/no-56-campaign/big-tobacco-misleads-mostly-false-claim-prop-56-ch/
Rahm Emanuel,"July 26, 2016","Chicago Public Schools ""lead the country in high school graduation of an urban school system,"" ""match the United States of America in kids graduating high school going on to a four-year college,"" and are ""producing eighth-grade leaders in the country in math gains, fourth-grade leaders in reading gains.""",mostly-true,press event,Education; Illinois,Madeleine Doubek,"August 25, 2016",https://www.politifact.com/factchecks/2016/aug/25/rahm-emanuel/emanuel-scores-well-cps-test/
Donald Trump,"August 16, 2016","Says Hillary Clinton is ""proposing to print instant work permits for millions of illegal immigrants to come in and take everybody's jobs, including low-income African-Americans.""",false,speech,Immigration; Education; Technology; Wisconsin,Tom Kertscher,"August 18, 2016",https://www.politifact.com/factchecks/2016/aug/18/donald-trump/hillary-clinton-want-millions-illegal-immigrants-t/
Hillary Clinton,"August 15, 2016","Says her campaign platform includes the ""biggest investment in new, good-paying jobs since World War II.""",half-true,campaign speech,National; Economy; Education; Energy; Federal Budget; Income; Infrastructure; Jobs; Technology,Lauren Carroll,"August 17, 2016",https://www.politifact.com/factchecks/2016/aug/17/hillary-clinton/hillary-clintons-claim-she-would-make-biggest-jobs/
Ruben Hinojosa,"July 16, 2016","""50% of Hispanic students count on Pell Grants to pay for college.""",true,tweet,Education; Federal Budget; Texas,Rye Druzin,"August 15, 2016",https://www.politifact.com/factchecks/2016/aug/15/ruben-hinojosa/texas-democrat-says-half-hispanic-college-students/
Tim Kaine,"August 4, 2016","Says his father-in-law, former Gov. Linwood Holton, ""integrated Virginia public schools.""",half-true,speech,Civil Rights; Education; History; Virginia,Warren Fiske,"August 15, 2016",https://www.politifact.com/factchecks/2016/aug/15/tim-kaine/tim-kaine-over-credits-his-father-law-linwood-holt/
Dave Brat,"June 29, 2016","""A few weeks ago, (the) education committee in Congress is deciding what’s going to be in your local salad bar.""",false,podcast.,Congress; Education; Food Safety; Regulation; Virginia,Warren Fiske,"August 2, 2016",https://www.politifact.com/factchecks/2016/aug/02/dave-brat/dave-brat-education-committee-deciding-whats-going/
Tina Rosenberg,"June 14, 2016","In Liberia, ""a girl is more likely to be married by 18 than to know how to read.""",mostly-false,article,Global News Service; Children; Education; Women,Kate Wilkinson,"August 1, 2016",https://www.politifact.com/factchecks/2016/aug/01/tina-rosenberg/are-liberian-girls-more-likely-be-married-literate/
UN's UNICEF,"July 6, 2016","In South Sudan, ""more teenage girls die in childbirth than finish high school.""",mostly-true,article on Medium,Global News Service; Education; Foreign Policy; Poverty; Public Health; Women,Jon Greenberg,"July 25, 2016",https://www.politifact.com/factchecks/2016/jul/25/unicef/unicef-more-girls-south-sudan-die-childbirth-gradu/
Hillary Clinton,"July 23, 2016","Says unlike Tim Kaine, who ""invested"" in education, Indiana Gov. Mike Pence ""slashed education funding.""",false,campaign rally,National; Education; State Budget,Lauren Carroll,"July 24, 2016",https://www.politifact.com/factchecks/2016/jul/24/hillary-clinton/hillary-clinton-says-mike-pence-slashed-education-/
