statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Tucker Carlson,"February 22, 2021","""There's no evidence that white supremacists were responsible for what happened on Jan. 6. That's a lie.”",false,TV segment,Crime; Race and Ethnicity; Pundits; PunditFact; Jan. 6,Bill McCarthy,"February 23, 2021",https://www.politifact.com/factchecks/2021/feb/23/tucker-carlson/tucker-carlsons-false-claim-downplaying-role-white/
Greg Kelly,"February 8, 2021",“Only one person died on that day” during the Jan. 6 U.S. Capitol riot.,false,Newsmax TV segment,Elections; Crime; Pundits; PunditFact; Jan. 6,Bill McCarthy,"February 9, 2021",https://www.politifact.com/factchecks/2021/feb/09/greg-kelly/newsmax-host-falsely-claims-only-one-person-died-c/
Marco Rubio,"January 27, 2021","""Only in the Third World do you see this habitual use of prosecutions of former leaders.”",false,remarks,Criminal Justice; History; Crime,Miriam Valverde,"January 29, 2021",https://www.politifact.com/factchecks/2021/jan/29/marco-rubio/marco-rubio-falsely-claims-former-leaders-are-pros/
Sherrod Brown,"January 8, 2021","Summer “protesters outside the White House were met with tear gas, rubber bullets, a full militarized response. While ... rioters were able to breach the Capitol.”",true,interview with Ohio reporters,National; Elections; Crime,Jon Greenberg,"January 11, 2021",https://www.politifact.com/factchecks/2021/jan/11/sherrod-brown/black-lives-matter-protests-faced-more-militarized/
Facebook posts,"January 7, 2021",Says left-wing activist John Sullivan “incited (the) insurgence of (the) US Capitol.”,mostly-false,Facebook post,National; Corrections and Updates; Elections; Crime; Facebook Fact-checks; Jan. 6,Bill McCarthy,"January 9, 2021",https://www.politifact.com/factchecks/2021/jan/09/facebook-posts/facebook-posts-wrongly-claim-left-wing-activist-an/
Instagram posts,"January 6, 2021",The storming of the Capitol was staged.,false,Facebook post,Elections; Crime; Facebook Fact-checks; Jan. 6,Ciara O'Rourke,"January 7, 2021",https://www.politifact.com/factchecks/2021/jan/07/instagram-posts/no-storming-capitol-wasnt-false-flag/
Shannon Grove,"January 6, 2021","""Antifa"" is to blame for storming the U.S. Capitol.",pants-fire,tweet,Criminal Justice; Elections; Crime; California,Chris Nichols,"January 7, 2021",https://www.politifact.com/factchecks/2021/jan/07/shannon-grove/high-ranking-california-republican-lawmaker-pushes/
Facebook posts,"December 4, 2020",Say North Carolina Gov. Roy Cooper was arrested for driving while intoxicated in Stanly County.,false,Facebook posts,Crime; North Carolina,Paul Specht,"December 18, 2020",https://www.politifact.com/factchecks/2020/dec/18/facebook-posts/no-roy-cooper-did-not-get-dui-stanly-county/
Erick Erickson,"November 13, 2020","Says Raphael Warnock ""ran over his wife"" and was ""arrested for obstructing an investigation into child abuse.""",mostly-false,tweet,Georgia; Candidate Biography; Crime; PunditFact,Tom Kertscher,"November 16, 2020",https://www.politifact.com/factchecks/2020/nov/16/erick-erickson/no-proof-warnock-ran-over-wife-obstruction-case-dr/
Dan Patrick,"October 28, 2020","Says “the city of Austin is a disaster if you haven’t been there. A great city, now one of the most dangerous cities in America and definitely in Texas.”",pants-fire,press conference,Crime; Texas,Brandon Mulder,"November 6, 2020",https://www.politifact.com/factchecks/2020/nov/06/dan-patrick/no-austin-not-one-most-dangerous-city-us-let-alone/
Eric Trump,"November 4, 2020",A person is on film “burning 80 Trump ballots.”,false,tweet,Elections; Crime; Facebook Fact-checks; Virginia,Bill McCarthy,"November 4, 2020",https://www.politifact.com/factchecks/2020/nov/04/eric-trump/eric-trump-retweets-video-falsely-claiming-man-bur/
Facebook posts,"November 2, 2020",Bricks are being “randomly placed all over Detroit.”,false,Facebook post,Crime; Facebook Fact-checks; Michigan,Ciara O'Rourke,"November 3, 2020",https://www.politifact.com/factchecks/2020/nov/03/facebook-posts/police-say-bricks-detroit-are-construction-project/
Donald Trump,"November 1, 2020",“Joe Biden called Black youth super predators.”,false,tweet,Crime; Race and Ethnicity,Miriam Valverde,"November 1, 2020",https://www.politifact.com/factchecks/2020/nov/01/donald-trump/no-biden-did-not-call-black-youth-super-predators/
Facebook posts,"September 7, 2020",“There are people trying to make legal age of consent 4 years old.”,false,Facebook post,Crime; Facebook Fact-checks,Ciara O'Rourke,"October 31, 2020",https://www.politifact.com/factchecks/2020/oct/31/facebook-posts/no-evidence-people-are-trying-lower-age-consent-4/
Facebook posts,"October 28, 2020",Says Kamala Harris said looters are just feeding their hungry kids.,false,Facebook post,Crime; Facebook Fact-checks,Ciara O'Rourke,"October 29, 2020",https://www.politifact.com/factchecks/2020/oct/29/facebook-posts/kamala-harris-has-condemned-looting/
Joe Biden,"October 22, 2020","As part of the Obama administration's criminal justice reforms, “38,000 prisoners were released from federal prison.”",mostly-false,final 2020 presidential debate,National; Criminal Justice; Drugs; Crime,Bill McCarthy,"October 23, 2020",https://www.politifact.com/factchecks/2020/oct/23/joe-biden/biden-wrongly-claims-obama-policies-released-38000/
Congressional Leadership Fund,"October 7, 2020","Says Debbie Mucarsel-Powell's family received $700,000 from the firm of ""violent warlord Ihor Kolomoisky,"" who is compared to Fidel Castro and Nicolás Maduro.",half-true,ad,Ethics; Crime; Military; Florida,Tom Kertscher,"October 16, 2020",https://www.politifact.com/factchecks/2020/oct/16/congressional-leadership-fund/ukrainians-firm-paid-rep-mucarsel-powells-husband-/
Joe Biden,"October 15, 2020","""They eliminated the funding for community policing.""",false,ABC town hall,Criminal Justice; Crime,Louis Jacobson,"October 16, 2020",https://www.politifact.com/factchecks/2020/oct/16/joe-biden/joe-biden-wrong-say-cops-funding-has-been-eliminat/
Uniting Missouri PAC,"September 2, 2020","Says Nicole Galloway's campaign “is being bankrolled by the same extremists who want to defund our police.""",false,campaign ad,Campaign Finance; Crime; Missouri,William Skipworth,"October 14, 2020",https://www.politifact.com/factchecks/2020/oct/14/uniting-missouri-pac/checking-ads-say-galloways-campaign-being-funded-g/
Facebook posts,"October 9, 2020",“Jeffrey Epstein found living in New Mexico!”,pants-fire,Facebook post,Crime; Facebook Fact-checks,Ciara O'Rourke,"October 13, 2020",https://www.politifact.com/factchecks/2020/oct/13/facebook-posts/no-epstein-isnt-hiding-out-new-mexico/
Facebook posts,"August 14, 2020",“Kamala Harris Tried to Put Pro-Lifers in Jail Who Exposed Planned Parenthood Selling Baby Parts”,false,headline,Abortion; Criminal Justice; Health Care; Crime; California,Chris Nichols,"October 13, 2020",https://www.politifact.com/factchecks/2020/oct/13/facebook-posts/social-media-posts-push-false-claims-about-kamala-/
National Republican Congressional Committee,"September 22, 2020","Says “Lucy McBath voted to release criminals from prison. Murderers, rapists.”",false,campaign ad,Georgia; Congress; Criminal Justice; Crime; Coronavirus,Noah Y. Kim,"October 12, 2020",https://www.politifact.com/factchecks/2020/oct/12/national-republican-congressional-committee/lucy-mcbath-didnt-vote-release-murderers-rapists-p/
Greg Abbott,"October 1, 2020",Says “Property crime rising in Austin. This is the kind of thing that happens when cities defund and deemphasize police. Residents are left to fend for themselves.”,mostly-false,tweet,City Budget; Crime; Texas,Brandon Mulder,"October 9, 2020",https://www.politifact.com/factchecks/2020/oct/09/greg-abbott/examining-austins-property-crime-trends/
Joe Biden,"October 5, 2020",The president's own FBI director said that the greatest domestic terrorist threat is white supremacists.,true,NBC town hall,Crime; Race and Ethnicity; Terrorism,Amy Sherman,"October 6, 2020",https://www.politifact.com/factchecks/2020/oct/06/joe-biden/fbi-director-warned-about-white-supremacist-violen/
Facebook posts,"September 29, 2020",Says Merrick Garland is investigating Donald Trump’s “tax evasion case.”,false,Facebook post,Crime; Supreme Court; Taxes; Facebook Fact-checks,Ciara O'Rourke,"September 29, 2020",https://www.politifact.com/factchecks/2020/sep/29/facebook-posts/no-merrick-garland-isnt-investigating-donald-trump/
Facebook posts,"August 31, 2020","“Biden said today, if he loses, his people will keep burning, looting and killing.”",false,Facebook post,Crime; Facebook Fact-checks,Ciara O'Rourke,"September 25, 2020",https://www.politifact.com/factchecks/2020/sep/25/facebook-posts/no-biden-didnt-say-his-people-would-commit-violenc/
Bloggers,"August 27, 2020","“Coroner saying George Floyd died of drug overdose, not police brutality.”",false,Facebook post,Criminal Justice; Crime; Race and Ethnicity; Facebook Fact-checks,Ciara O'Rourke,"September 25, 2020",https://www.politifact.com/factchecks/2020/sep/25/blog-posting/two-autopsies-found-george-floyds-death-was-homici/
Facebook posts,"September 1, 2020","“So far, out of 175 arrested in Kenosha, 102 were not from Kenosha. Rioting has become its own industry.”",mostly-false,Facebook post,Criminal Justice; Crime; Race and Ethnicity; Wisconsin,Eric Litke,"September 18, 2020",https://www.politifact.com/factchecks/2020/sep/18/facebook-posts/nearly-all-arrests-kenosha-protests-were-local/
Michael Caputo,"September 13, 2020","""There are hit squads being trained all over this country” to violently oppose a second term for President Donald Trump.",false,Facebook video,National; Elections; Crime; New York,Bill McCarthy,"September 17, 2020",https://www.politifact.com/factchecks/2020/sep/17/michael-caputo/fact-checking-trump-health-aides-unproven-hit-squa/
Facebook posts,"September 11, 2020",“Kenosha car dealer kills himself after insurance won’t cover … damages caused by the riots.”,pants-fire,Facebook post,Criminal Justice; Crime; Race and Ethnicity; Wisconsin,Eric Litke,"September 11, 2020",https://www.politifact.com/factchecks/2020/sep/11/facebook-posts/fake-headline-claims-car-lot-owner-took-his-own-li/
Bloggers,"March 31, 2017","Says NBC News reported that Hillary Clinton ""covered up elite pedophile ring at state department.""",false,story,Crime; Facebook Fact-checks,Samantha Putterman,"September 4, 2020",https://www.politifact.com/factchecks/2020/sep/04/blog-posting/website-exaggerates-old-news-report-state-departme/
Joe Biden,"August 31, 2020","""When I was vice president, violent crime fell 15% in this country. ... The murder rate now is up 26% across the nation this year under Donald Trump.""",half-true,speech,National; Crime,Miriam Valverde,"September 3, 2020",https://www.politifact.com/factchecks/2020/sep/03/joe-biden/fact-checking-joe-bidens-comparison-violent-crime-/
Facebook posts,"September 1, 2020","""PEDOPHILIA is now LEGAL in CALIFORNIA. Now a 21 year old can have sex with an 11 year old, and not be listed on the sex registry as a sex offender.""",pants-fire,Facebook post,Criminal Justice; Crime; LGBTQ; Sexuality; California,Chris Nichols,"September 2, 2020",https://www.politifact.com/factchecks/2020/sep/02/facebook-posts/claim-viewed-millions-social-media-says-california/
Donald Trump,"August 31, 2020",“The entire city (of Portland) is ablaze all the time.”,false,press conference,National; Fires; Crime,Bill McCarthy,"September 1, 2020",https://www.politifact.com/factchecks/2020/sep/01/donald-trump/we-are-not-fire-authorities-dispute-trumps-false-c/
Donald Trump,"August 31, 2020","“If I didn’t INSIST on having the National Guard activate and go into Kenosha, Wisconsin, there would be no Kenosha right now.”",pants-fire,tweet,Criminal Justice; Crime; Military; Wisconsin,Eric Litke,"September 1, 2020",https://www.politifact.com/factchecks/2020/sep/01/donald-trump/heres-why-trump-vastly-overreaches-claiming-credit/
Greg Abbott,"August 18, 2020","Says crime is on the rise in Austin and a new study showed that it “is the No. 1 city in America in the year-to-year percentage increase in murders, with a percentage increase of more than 64% for the first half of this year.”",half-true,press conference,Crime; Texas,Madlin Mekelburg,"August 31, 2020",https://www.politifact.com/factchecks/2020/aug/31/greg-abbott/examining-claim-about-austin-homicides-crimes/
Donald Trump,"August 20, 2020",“Cuomo ended cash bail ... and now the crime rate has gone through the roof.”,false,speech,Criminal Justice; Crime; New York,Jill Terreri Ramos,"August 29, 2020",https://www.politifact.com/factchecks/2020/aug/29/donald-trump/trumps-claim-linking-crime-rates-bail-reform-lacks/
Facebook posts,"August 24, 2020","Says Jacob Blake, shot by police in Kenosha, had a warrant for sexual assault and prior convictions for gun use",half-true,Facebook post,Criminal Justice; Crime; Race and Ethnicity; Wisconsin,Eric Litke,"August 27, 2020",https://www.politifact.com/factchecks/2020/aug/27/facebook-posts/online-post-wrong-about-some-claims-sex-gun-offens/
Facebook posts,"August 25, 2020",“BLM rioters just burned down a black church in a black community with a BLM sign out front.”,false,Facebook post,Crime; Race and Ethnicity; Facebook Fact-checks; Wisconsin,Ciara O'Rourke,"August 27, 2020",https://www.politifact.com/factchecks/2020/aug/27/facebook-posts/no-blm-protesters-didnt-burn-down-black-church-ken/
Facebook posts,"August 24, 2020",Clicking on this link in a text message lets sex traffickers track you.,false,Facebook post,Crime; Technology; Facebook Fact-checks,Ciara O'Rourke,"August 26, 2020",https://www.politifact.com/factchecks/2020/aug/26/facebook-posts/these-texts-are-suspicious-not-tied-sex-traffickin/
Joe Biden,"August 23, 2020",Says Donald Trump “proposes cutting a half a billion dollars of local police support.”,mostly-true,interview with ABC News,National; Criminal Justice; Crime,Jon Greenberg,"August 25, 2020",https://www.politifact.com/factchecks/2020/aug/25/joe-biden/biden-says-trump-wants-cut-local-law-enforcement-a/
Greg Gutfeld,"August 20, 2020",“QAnon violence! There is none.”,false,TV segment,Fake news; Crime; Pundits; PunditFact,Bill McCarthy,"August 24, 2020",https://www.politifact.com/factchecks/2020/aug/24/greg-gutfeld/qanon-hoax-has-been-linked-violence-fox-news-greg-/
Thom Tillis,"July 30, 2020",“Cal Cunningham has been silent on this on defunding the police; I assume his silence is consent.”,false,radio interview,Crime; North Carolina,Paul Specht,"August 19, 2020",https://www.politifact.com/factchecks/2020/aug/19/thom-tillis/no-cunningham-has-not-been-silent-defunding-police/
Facebook posts,"July 25, 2020","Black Lives Matter ""injures 1000 police officers kills 36 people and does $8 billion in damage.""",false,Facebook post,Civil Rights; Crime; Facebook Fact-checks,Tom Kertscher,"August 7, 2020",https://www.politifact.com/factchecks/2020/aug/07/facebook-posts/no-proof-black-lives-matter-killed-36-people-injur/
Facebook posts,"July 31, 2020",Scores of politicians and others are on a “list” of sex cases from newly unsealed Ghislaine Maxwell court documents.,false,Facebook post,Criminal Justice; Crime; Sexuality; Facebook Fact-checks,Tom Kertscher,"August 6, 2020",https://www.politifact.com/factchecks/2020/aug/06/facebook-posts/no-list-sex-cases-facebook-not-unsealed-ghislaine-/
Facebook posts,"July 9, 2020 in","Say that according to the Los Angeles Times, “95% of warrants for murder in Los Angeles are for illegal aliens,” more than two-thirds of all births in Los Angeles County “are to illegal alien Mexicans” on Medicaid, “nearly 60% of all occupants of HUD properties are illegal,” and Nancy Pelosi “wants to put a windfall tax” on retirement fund profits.",pants-fire,on social media,Immigration; Children; Housing; Crime; Race and Ethnicity; Retirement; Taxes; California; Facebook Fact-checks,Louis Jacobson,"July 29, 2020",https://www.politifact.com/factchecks/2020/jul/29/facebook-posts/debunking-14-year-old-post-immigrants-los-angeles/
Bloggers,"July 17, 2020",“12 white female bodies in garage freezer tagged ‘Black Lives Matter.’”,pants-fire,blog post,Crime; California; Facebook Fact-checks,Ciara O'Rourke,"July 20, 2020",https://www.politifact.com/factchecks/2020/jul/20/blog-posting/fake-story-connecting-dead-bodies-and-black-lives-/
Sunny Hostin,"July 15, 2020","“Homicides are intraracial. When you look at white-on-white crime, it's 84%. Right? Homicides. White people kill white people.”",true,"episode of ABC's ""The View""",Crime; Race and Ethnicity; Pundits; PunditFact,Bill McCarthy,"July 17, 2020",https://www.politifact.com/factchecks/2020/jul/17/sunny-hostin/view-co-host-sunny-hostin-right-about-white-white-/
Donald Trump,"July 14, 2020","A Joe Biden-Bernie Sanders “unity” policy document shows “they want to abolish our police departments. They want to abolish our prisons, I guess.”",pants-fire,remarks,Criminal Justice; Crime,Louis Jacobson,"July 17, 2020",https://www.politifact.com/factchecks/2020/jul/17/donald-trump/no-joe-biden-will-not-abolish-police-or-prisons-do/
Bloggers,"June 15, 2020",Says George Floyd has “hair in one shot but is bald in the shots of him laying on the ground.”,pants-fire,blog post,Criminal Justice; Crime; Facebook Fact-checks,Ciara O'Rourke,"June 26, 2020",https://www.politifact.com/factchecks/2020/jun/26/blog-posting/george-floyds-hair-does-not-differ-various-images/
Facebook posts,"June 22, 2020",“Kill a White on Sight” appears on Black Lives Matter/Antifa flyers.,false,Facebook post,Civil Rights; Crime; Race and Ethnicity; Facebook Fact-checks,Tom Kertscher,"June 26, 2020",https://www.politifact.com/factchecks/2020/jun/26/facebook-posts/no-evidence-black-lives-matter-made-kill-white-sig/
Joe Morrissey,"June 18, 2020","Protest vandalism in Richmond “all started two weeks ago when Mayor Stoney’s police gassed - tear gassed - a peaceful crowd of protesters, moms and children, at 7:30 p.m. sharp.”",false,radio interview.,Civil Rights; Crime; Virginia,Warren Fiske,"June 25, 2020",https://www.politifact.com/factchecks/2020/jun/25/joe-morrissey/joe-morrisseys-timeline-richmond-protests-wrong/
Facebook posts,"June 16, 2020",Says America’s most violent cities are that way because of their Democratic politics,mostly-false,Facebook post,Crime; Party Support; Wisconsin,Eric Litke,"June 24, 2020",https://www.politifact.com/factchecks/2020/jun/24/facebook-posts/claim-about-violence-democratic-cities-overreaches/
Instagram posts,"June 17, 2020",A bar graph compares homicides for various racial groups,mostly-false,Instagram post,Crime; Race and Ethnicity,Daniel Funke,"June 23, 2020",https://www.politifact.com/factchecks/2020/jun/23/instagram-posts/instagram-graph-misleads-racial-breakdown-homicide/
Facebook posts,"June 14, 2020","“Antifa now banging on residents’ doors in Seattle, demanding food & supplies. If they don’t get it, the house gets vandalized.”",false,Facebook post,Crime; Facebook Fact-checks,Ciara O'Rourke,"June 18, 2020",https://www.politifact.com/factchecks/2020/jun/18/facebook-posts/no-evidence-antifa-members-vandalizing-seattle-hom/
Donald Trump,"June 16, 2020",“President Obama and Vice President Biden never even tried to fix this (police reforms) during their eight-year period.”,false,speech,Criminal Justice; Crime; Public Safety,Miriam Valverde,"June 18, 2020",https://www.politifact.com/factchecks/2020/jun/18/donald-trump/donald-trump-falsely-says-obama-administration-did/
Facebook posts,"June 9, 2020",The Buffalo protester pushed to the ground “had been previously arrested 300 times. 82 times for incitement. Riots is what he does for a living.”,false,Facebook post,Criminal Justice; Crime; Race and Ethnicity; Public Safety,Bill McCarthy,"June 12, 2020",https://www.politifact.com/factchecks/2020/jun/12/facebook-posts/social-media-posts-smear-buffalo-protester-shoved-/
Facebook posts,"June 5, 2020",“More than 20 police officers are dead now because of the riots.”,false,Facebook post,National; Crime; Facebook Fact-checks,Emily Venezky,"June 10, 2020",https://www.politifact.com/factchecks/2020/jun/10/facebook-posts/post-inflates-number-police-killed-connection-prot/
Facebook posts,"June 1, 2020",“These ‘peaceful’ protesters burned these horses to death.”,false,Facebook post,Animals; Crime; Facebook Fact-checks,Tom Kertscher,"June 8, 2020",https://www.politifact.com/factchecks/2020/jun/08/facebook-posts/no-evidence-fire-or-burned-horses-after-truck-driv/
Facebook posts,"June 5, 2020",“The 9/11 Memorial in NYC was just defaced with graffiti.”,false,Facebook post,Crime; Terrorism; Facebook Fact-checks,Ciara O'Rourke,"June 8, 2020",https://www.politifact.com/factchecks/2020/jun/08/facebook-posts/no-911-memorial-new-york-city-wasnt-defaced/
Larry Elder,"June 2, 2020","""Last year, there were nine unarmed black people killed (by law enforcement). Nineteen unarmed white people.”",mostly-false,Fox News appearance,Criminal Justice; Crime; Race and Ethnicity; Public Safety,Bill McCarthy,"June 5, 2020",https://www.politifact.com/factchecks/2020/jun/05/larry-elder/larry-elder-mislabels-statistics-fatal-shootings-p/
X posts,"May 31, 2020","Says police officers in Austin, Texas, have been “authorized to use LIVE ROUNDS, and lethal force” against protesters.",half-true,tweet,Criminal Justice; Crime; Texas,Madlin Mekelburg,"June 5, 2020",https://www.politifact.com/factchecks/2020/jun/05/tweets/were-austin-police-officers-authorized-use-deadly-/
Facebook posts,"May 31, 2020","Says Donald Trump got “exposed for raping a 13-year-old"" in retaliation for law enforcement officers “killing black people.”",false,Facebook post,Legal Issues; Crime; Race and Ethnicity; Facebook Fact-checks,Tom Kertscher,"June 3, 2020",https://www.politifact.com/factchecks/2020/jun/03/facebook-posts/no-proof-donald-trump-raped-13-year-old-girl-1994/
Facebook posts,"May 31, 2020","If protesters blocking the road “start banging on your windows, threatening you and trying to get in your vehicle,” it is legal to “hit the gas and plow through them.”",false,Facebook post,Civil Rights; Legal Issues; Crime; Facebook Fact-checks,Tom Kertscher,"June 3, 2020",https://www.politifact.com/factchecks/2020/jun/03/facebook-posts/not-legal-hit-gas-and-plow-through-menacing-protes/
Donald Trump,"May 26, 2020",There are “many unanswered and obvious questions” about the 2001 death of a staff member of Joe Scarborough.,pants-fire,tweet,National; Crime,Jon Greenberg,"May 26, 2020",https://www.politifact.com/factchecks/2020/may/26/donald-trump/donald-trump-spreads-baseless-claim-msnbc-host-mur/
Facebook posts,"May 28, 2019","Says it was ""a crime for Nixon to wiretap the Democrats at Watergate but OK for Obama to wiretap Republicans at Trump Tower.”",false,Facebook post,History; Impeachment; Crime; Facebook Fact-checks,Bill McCarthy,"May 21, 2020",https://www.politifact.com/factchecks/2020/may/21/facebook-posts/facebook-post-comparing-obama-allegations-watergat/
Nick Freitas,"April 28, 2020","“VA Democrats authorized for early release over 4,000 inmates, 60% of which are incarcerated for violent offenses.”",mostly-true,Facebook post.,Criminal Justice; Crime; Coronavirus; Virginia,Warren Fiske,"May 20, 2020",https://www.politifact.com/factchecks/2020/may/20/nick-freitas/virginia-freeing-thousands-violent-inmates-early/
Facebook posts,"May 14, 2020","If masks prevent coronavirus, governors would have given them to prison inmates instead of releasing them.",false,Facebook post,California; Facebook Fact-checks; New York; Corrections and Updates; Crime; Criminal Justice; Public Health; Coronavirus,Tom Kertscher,"May 19, 2020",https://www.politifact.com/factchecks/2020/may/19/facebook-posts/states-do-use-masks-contain-covid-19-prisons/
Facebook posts,"April 26, 2020","“Joe Biden was involved in a plot to kidnap JFK Jr. according to the just declassified FBI files, and also made several threats.""",pants-fire,Facebook post,History; Crime; Facebook Fact-checks,Bill McCarthy,"April 27, 2020",https://www.politifact.com/factchecks/2020/apr/27/facebook-posts/biden-plotted-kidnap-john-f-kennedy-jr-another-uns/
Donald Trump,"January 14, 2020",Says Madison and Milwaukee County both carry sanctuary status for illegal immigrants and  released undocumented immigrants who have committed multiple crimes including sexual assault of a child,half-true,rally,Immigration; Crime; Wisconsin,Mica Soellner,"April 17, 2020",https://www.politifact.com/factchecks/2020/apr/17/donald-trump/trump-claim-madison-milwaukee-are-sanctuary-cities/
Facebook posts,"March 22, 2020","“In Chicago, Covid-19 actually LOWERED the death rate.”",false,Facebook post,Crime; Coronavirus; Wisconsin,Haley BeMiller,"April 3, 2020",https://www.politifact.com/factchecks/2020/apr/03/facebook-posts/no-coronavirus-did-not-cause-death-rate-drop-chica/
Facebook posts,"March 19, 2020","Says imposters in hazmat suits are going door to door in Stockton, Calif., saying they are checking residents for fever or COVID-19, but they “will enter your home and physically attempt robbery.”",false,Facebook post,Crime; Facebook Fact-checks; Coronavirus,Tom Kertscher,"March 30, 2020",https://www.politifact.com/factchecks/2020/mar/30/facebook-posts/another-false-claim-robbers-posing-covid-19-tester/
Facebook posts,"March 21, 2020","""If you are in Las Vegas and you get a knock on your door from NV Power, 2020 Census or CVD-19 testers, do not open your door. They are robbing people at gunpoint.""",false,Facebook post,Census; Energy; Crime; Facebook Fact-checks; Coronavirus,Tom Kertscher,"March 25, 2020",https://www.politifact.com/factchecks/2020/mar/25/facebook-posts/beware-rumors-robbers-posing-covid-testers/
Chris Kapenga,"February 19, 2020",“Car thefts (are) increasing in 8 of the 10 most populous (Wisconsin) counties.”,mostly-true,news release,Criminal Justice; Crime; States; Wisconsin,D.L. Davis,"March 12, 2020",https://www.politifact.com/factchecks/2020/mar/12/chris-kapanga/yes-auto-theft-most-large-wisconsin-counties-thoug/
Facebook posts,"February 26, 2020","Says of the Milwaukee mass shooter:  ""Supposedly he is black. A noose was hung on his locker and he addressed the issue and he was fired! So he returned the next work day and killed who he all thought were involved.""",mostly-false,Facebook post,Civil Rights; Crime; Facebook Fact-checks; Wisconsin,Tom Kertscher,"March 5, 2020",https://www.politifact.com/factchecks/2020/mar/05/facebook-posts/mass-shooter-complained-racism-work-noose-incident/
Facebook posts,"November 22, 2019",Says white vans with external locks are “utilized for sex trafficking.”,false,Facebook post,Crime; Facebook Fact-checks,Bill McCarthy,"February 29, 2020",https://www.politifact.com/factchecks/2020/feb/29/facebook-posts/theres-no-proof-white-vans-external-locks-are-bein/
Facebook posts,"January 15, 2020","Sex traffickers are using a zip-tie contraption on the door handles of vehicles “to trick females into looking down and digging for something in their purse to cut with ... Once they’re distracted, boom! They are quickly forced into another vehicle, never to be seen again by their people.”",false,Facebook post,Crime; Facebook Fact-checks,Bill McCarthy,"February 29, 2020",https://www.politifact.com/factchecks/2020/feb/29/facebook-posts/social-media-posts-issue-alarmist-warning-about-zi/
Bloggers,"February 25, 2020",“Congress files charges against Nancy Pelosi.”,pants-fire,blog post,Congress; Impeachment; Crime,Ciara O'Rourke,"February 26, 2020",https://www.politifact.com/factchecks/2020/feb/26/blog-posting/congress-didnt-charge-nancy-pelosi-ripping-state-u/
Bloggers,"February 25, 2020",Says a Michigan funeral home employee was “cremated by mistake while taking a nap.”,pants-fire,blog post,Crime,Ciara O'Rourke,"February 26, 2020",https://www.politifact.com/factchecks/2020/feb/26/blog-posting/story-about-accidentally-cremated-funeral-home-wor/
Facebook posts,"February 10, 2020",“Violent crime in South Bend doubled during Mayor Pete’s tenure.”,mostly-false,Facebook post,Crime,Tom Kertscher,"February 25, 2020",https://www.politifact.com/factchecks/2020/feb/25/facebook-posts/violent-crime-south-bend-did-not-double-during-pet/
Joe Sanfelippo,"February 13, 2020",“Violent crime rates increased in all but two Wisconsin cities between 2008 and 2017.”,pants-fire,GOP weekly radio address,Criminal Justice; Crime; Wisconsin,Eric Litke,"February 20, 2020",https://www.politifact.com/factchecks/2020/feb/20/joe-sanfelippo/sanfelippo-flops-claim-violent-crime/
Michael Bloomberg,"February 19, 2020","“When we discovered, I discovered, that we were doing many, many, too many stop and frisks, we cut 95% of it out.”",half-true,Democratic presidential primary debate,Criminal Justice; Crime,Miriam Valverde,"February 20, 2020",https://www.politifact.com/factchecks/2020/feb/20/michael-bloomberg/fact-checking-mike-bloombergs-claim-95-decline-sto/
Facebook posts,"February 7, 2020",Says Nancy Pelosi was arrested after ripping a copy of the State of the Union speech.,pants-fire,Facebook post,Crime,Ciara O'Rourke,"February 19, 2020",https://www.politifact.com/factchecks/2020/feb/19/facebook-posts/no-nancy-pelosi-wasnt-arrested-after-ripping-copy-/
Bloggers,"January 14, 2020","Says Patrick Mahomes said, “I believe George Zimmerman is innocent.”",false,blog post,Criminal Justice; Crime; Sports,Ciara O'Rourke,"February 6, 2020",https://www.politifact.com/factchecks/2020/feb/06/blog-posting/no-evidence-patrick-mahomes-said-he-thinks-george-/
Facebook posts,"January 22, 2020","""Virginia Democrats Push Legislation to Make Criticism of Government Officials a Criminal Offense.""",pants-fire,Facebook post,Civil Rights; Crime; Facebook Fact-checks,Tom Kertscher,"January 29, 2020",https://www.politifact.com/factchecks/2020/jan/29/facebook-posts/claim-virginia-bill-would-make-criticizing-governm/
Paul Maner,"January 20, 2020","Says Jordan Davis, son of Georgia Congresswoman Lucy McBath, was killed in ""a drug deal gone bad.""",pants-fire,Facebook post,National; Drugs; Crime; Guns,Tom Kertscher,"January 24, 2020",https://www.politifact.com/factchecks/2020/jan/24/paul-maner/claim-us-rep-lucy-mcbaths-teen-murdered-son-was-ki/
Facebook posts,"December 12, 2019","Says J. David Cox, ""the boss"" of the jail guards ""who were supposed to keep"" suspected sex trafficker Jeffrey Epstein alive, is also ""friends with Bill and Hillary Clinton.""",false,Facebook post,Criminal Justice; Crime; Facebook Fact-checks,Tom Kertscher,"January 14, 2020",https://www.politifact.com/factchecks/2020/jan/14/facebook-posts/no-evidence-tying-union-president-jail-guards-and-/
Facebook posts,"January 7, 2020","""The Australia bushfires have nothing to do with climate change; it was arson.""",false,Facebook post,Climate Change; Fires; Crime; Facebook Fact-checks,Tom Kertscher,"January 10, 2020",https://www.politifact.com/factchecks/2020/jan/10/facebook-posts/those-claims-about-nearly-200-arrested-arson-austr/
